effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
123-E01,123,Sleepy Scent,MAGIC,Uncommon,,STANDARD,EQUIP,TRUE,ON_EQUIP,EQUIPPED_TO_CREATURE,"{""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}",1,Status,APPLY_STATUS_WITH_ESCAPE_ROLL,applyStatusWithEscapeRoll,Equipped creature,Sleep for 2 turn cycles; cannot initiate battle; heals 10 HP per turn cycle,[],"{""target"": ""Equipped creature"", ""valueText"": ""Sleep for 2 turn cycles; cannot initiate battle; heals 10 HP per turn cycle"", ""statChanges"": [], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""2 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 2, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""status"": ""SLEEP"", ""canInitiateBattle"": false, ""healingPerTurnCycle"": 10, ""wakesOnDamage"": true, ""onWake"": [""SEND_THIS_CARD_TO_YOUR_CEMETERY""]}",,TURN_CYCLES,2,TURN_CYCLE,2 turn cycles,,,FALSE,TRUE,TRUE,FALSE,Turn cycle is one full round back to the same player.,"Equipped creature is put to sleep for 2 turn cycles. It cannot initiate battle, but also heals 10 HP per turn cycle. Any damage wakes the sleeping creature and sends this card to your cemetery.","{""id"": ""123-E01"", ""trigger"": ""ON_EQUIP"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_STATUS_WITH_ESCAPE_ROLL"", ""effectGroup"": ""Status"", ""actionText"": ""Put equipped creature to sleep"", ""target"": ""Equipped creature"", ""value"": ""Sleep for 2 turn cycles; cannot initiate battle; heals 10 HP per turn cycle"", ""duration"": {""text"": ""2 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 2, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""applyStatusWithEscapeRoll"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Sleep for 2 turn cycles; cannot initiate battle; heals 10 HP per turn cycle"", ""statChanges"": [], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""2 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 2, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""status"": ""SLEEP"", ""canInitiateBattle"": false, ""healingPerTurnCycle"": 10, ""wakesOnDamage"": true, ""onWake"": [""SEND_THIS_CARD_TO_YOUR_CEMETERY""]}, ""notes"": ""Turn cycle is one full round back to the same player."", ""needsReview"": false}"
123-E02,123,Sleepy Scent,MAGIC,Uncommon,,STANDARD,EQUIP,TRUE,ON_EQUIPPED_CREATURE_DAMAGED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature takes any damage""}",2,Status Cleanup,APPLY_SOURCE_LINKED_CLEANUP,applySourceLinkedCleanup,Equipped creature and this card,Wake creature and send this card to your cemetery,[],"{""target"": ""Equipped creature and this card"", ""valueText"": ""Wake creature and send this card to your cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature takes any damage""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,INSTANT,,,Instant,,,FALSE,TRUE,TRUE,FALSE,,"Equipped creature is put to sleep for 2 turn cycles. It cannot initiate battle, but also heals 10 HP per turn cycle. Any damage wakes the sleeping creature and sends this card to your cemetery.","{""id"": ""123-E02"", ""trigger"": ""ON_EQUIPPED_CREATURE_DAMAGED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature takes any damage""}, ""actionType"": ""APPLY_SOURCE_LINKED_CLEANUP"", ""effectGroup"": ""Status Cleanup"", ""actionText"": ""End sleep and send this card to cemetery"", ""target"": ""Equipped creature and this card"", ""value"": ""Wake creature and send this card to your cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""applySourceLinkedCleanup"", ""params"": {""target"": ""Equipped creature and this card"", ""valueText"": ""Wake creature and send this card to your cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature takes any damage""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
124-E01,124,The First Law,MAGIC,Legendary,,STANDARD,EQUIP,TRUE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}",1,Scaling Modifier,APPLY_DYNAMIC_STAT_MODIFIER,applyDynamicStatModifier,Equipped creature,For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1,"[{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}]","{""target"": ""Equipped creature"", ""valueText"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,,For every card in your opponents hand the equipped creature receives: Atk Dice Rolls: +1. Modifier: +1.,"{""id"": ""124-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale equipped creature by opponent hand card count"", ""target"": ""Equipped creature"", ""value"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
125-E01,125,Reduce the Burden,MAGIC,Uncommon,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""This card is played to the field""}",1,Cemetery HP Adjustment,ADJUST_CEMETERY_HP,reduceCemeteryHp,Your cemetery score,Reduce by 30 HP,[],"{""target"": ""Your cemetery score"", ""valueText"": ""Reduce by 30 HP"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played to the field""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": -30, ""zone"": ""YOUR_CEMETERY"", ""alsoSendThisCardTo"": ""YOUR_CEMETERY""}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,Cemetery HP can go below zero per global rules.,Play this card to the field. When it is played to the field send it to your cemetery. Reduce your overall cemetery by 30 HP.,"{""id"": ""125-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played to the field""}, ""actionType"": ""ADJUST_CEMETERY_HP"", ""effectGroup"": ""Cemetery HP Adjustment"", ""actionText"": ""Send this card to your cemetery and reduce your overall cemetery by 30 HP"", ""target"": ""Your cemetery score"", ""value"": ""Reduce by 30 HP"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""reduceCemeteryHp"", ""params"": {""target"": ""Your cemetery score"", ""valueText"": ""Reduce by 30 HP"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played to the field""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": -30, ""zone"": ""YOUR_CEMETERY"", ""alsoSendThisCardTo"": ""YOUR_CEMETERY""}, ""notes"": ""Cemetery HP can go below zero per global rules."", ""needsReview"": false}"
126-E01,126,Warming Glow,MAGIC,Common,,INFINITE,EQUIP,TRUE,WHILE_EQUIPPED,EQUIPPED_TO_CREATURE,"{""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}",1,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,HIT_DICE_ROLLS ADD 1,"[{""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}]","{""target"": ""Equipped creature"", ""valueText"": ""HIT_DICE_ROLLS ADD 1"", ""statChanges"": [{""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,Basic stat/dice modifier.,Hit Dice Rolls: +1.,"{""id"": ""126-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifiers"", ""target"": ""Equipped creature"", ""value"": ""HIT_DICE_ROLLS ADD 1"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""HIT_DICE_ROLLS ADD 1"", ""statChanges"": [{""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Basic stat/dice modifier."", ""needsReview"": false}"
127-E01,127,Lightning Strike,MAGIC,Epic,,LIGHTNING,NONE,FALSE,ON_OPPONENT_PLAYS_MAGIC,OPPONENT_PLAYS_MAGIC,"{""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card""}",1,Magic Negation,NEGATE_MAGIC_AND_SEND_TO_CEMETERY,negateMagicToCemetery,Opponent magic card,Negate magic card,[],"{""target"": ""Opponent magic card"", ""valueText"": ""Negate magic card"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,INSTANT,,,Instant,,,TRUE,FALSE,FALSE,FALSE,,Play this card from your hand when your opponent plays a magic card. Negate the magic card and then inflict 30 damage to all creatures on the field.,"{""id"": ""127-E01"", ""trigger"": ""ON_OPPONENT_PLAYS_MAGIC"", ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card""}, ""actionType"": ""NEGATE_MAGIC_AND_SEND_TO_CEMETERY"", ""effectGroup"": ""Magic Negation"", ""actionText"": ""Negate the magic card"", ""target"": ""Opponent magic card"", ""value"": ""Negate magic card"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateMagicToCemetery"", ""params"": {""target"": ""Opponent magic card"", ""valueText"": ""Negate magic card"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
127-E02,127,Lightning Strike,MAGIC,Epic,,LIGHTNING,NONE,FALSE,AFTER_NEGATE_MAGIC,TEXT,"{""type"": ""TEXT"", ""text"": ""Lightning Strike negated a magic card""}",2,Area Damage,DEAL_INSTANT_DAMAGE,dealDirectDamage,All creatures on the field,30 damage,[],"{""target"": ""All creatures on the field"", ""valueText"": ""30 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Lightning Strike negated a magic card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 30, ""targetScope"": ""ALL_CREATURES_ON_FIELD""}",EFFECT_DAMAGE,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,Play this card from your hand when your opponent plays a magic card. Negate the magic card and then inflict 30 damage to all creatures on the field.,"{""id"": ""127-E02"", ""trigger"": ""AFTER_NEGATE_MAGIC"", ""condition"": {""type"": ""TEXT"", ""text"": ""Lightning Strike negated a magic card""}, ""actionType"": ""DEAL_INSTANT_DAMAGE"", ""effectGroup"": ""Area Damage"", ""actionText"": ""Deal 30 damage to all creatures on the field"", ""target"": ""All creatures on the field"", ""value"": ""30 damage"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""dealDirectDamage"", ""params"": {""target"": ""All creatures on the field"", ""valueText"": ""30 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Lightning Strike negated a magic card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 30, ""targetScope"": ""ALL_CREATURES_ON_FIELD""}, ""notes"": """", ""needsReview"": false}"
128-E01,128,Frog of Fortune,MAGIC,Epic,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""You have a magic card in hand and magic card in cemetery""}",1,Card Trade,TRADE_CARD_WITH_CEMETERY,tradeCardWithCemetery,Your hand and cemetery,Trade 1 magic card in hand for 1 magic card in cemetery,[],"{""target"": ""Your hand and cemetery"", ""valueText"": ""Trade 1 magic card in hand for 1 magic card in cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You have a magic card in hand and magic card in cemetery""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""cardKind"": ""MAGIC"", ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""takeFromZone"": ""CEMETERY"", ""putIntoZone"": ""HAND"", ""count"": 1}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,Trade 1 magic card in your hand for 1 in your cemetery.,"{""id"": ""128-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""You have a magic card in hand and magic card in cemetery""}, ""actionType"": ""TRADE_CARD_WITH_CEMETERY"", ""effectGroup"": ""Card Trade"", ""actionText"": ""Swap/trade selected magic cards"", ""target"": ""Your hand and cemetery"", ""value"": ""Trade 1 magic card in hand for 1 magic card in cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""tradeCardWithCemetery"", ""params"": {""target"": ""Your hand and cemetery"", ""valueText"": ""Trade 1 magic card in hand for 1 magic card in cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You have a magic card in hand and magic card in cemetery""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""cardKind"": ""MAGIC"", ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""takeFromZone"": ""CEMETERY"", ""putIntoZone"": ""HAND"", ""count"": 1}, ""notes"": """", ""needsReview"": false}"
129-E01,129,Peddling Partridge,MAGIC,Rare,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""You have a creature in hand and creature in cemetery""}",1,Card Trade,TRADE_CARD_WITH_CEMETERY,tradeCardWithCemetery,Your hand and cemetery,Trade 1 creature in hand for 1 creature in cemetery,[],"{""target"": ""Your hand and cemetery"", ""valueText"": ""Trade 1 creature in hand for 1 creature in cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You have a creature in hand and creature in cemetery""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""cardKind"": ""CREATURE"", ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""takeFromZone"": ""CEMETERY"", ""putIntoZone"": ""HAND"", ""count"": 1}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,Trade 1 creature in your hand for 1 in your cemetery.,"{""id"": ""129-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""You have a creature in hand and creature in cemetery""}, ""actionType"": ""TRADE_CARD_WITH_CEMETERY"", ""effectGroup"": ""Card Trade"", ""actionText"": ""Swap/trade selected creature cards"", ""target"": ""Your hand and cemetery"", ""value"": ""Trade 1 creature in hand for 1 creature in cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""tradeCardWithCemetery"", ""params"": {""target"": ""Your hand and cemetery"", ""valueText"": ""Trade 1 creature in hand for 1 creature in cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You have a creature in hand and creature in cemetery""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""cardKind"": ""CREATURE"", ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""takeFromZone"": ""CEMETERY"", ""putIntoZone"": ""HAND"", ""count"": 1}, ""notes"": """", ""needsReview"": false}"
130-E01,130,Scroll of Silence,MAGIC,Epic,,LIGHTNING,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""This card is played when played""}",1,Negation Rule,SET_CAN_BE_NEGATED,setCanBeNegated,This card,Cannot be negated,[],"{""target"": ""This card"", ""valueText"": ""Cannot be negated"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""canBeNegated"": false}",,WHILE_RESOLVING,,,While resolving,,,FALSE,FALSE,FALSE,FALSE,Set response flags so this card cannot be negated during its response window.,Play this card from your hand if your opponent plays a Lightning card. Negate the Lightning card effect and send it to the cemetery. This card cannot be negated.,"{""id"": ""130-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""actionType"": ""SET_CAN_BE_NEGATED"", ""effectGroup"": ""Negation Rule"", ""actionText"": ""Card cannot be negated"", ""target"": ""This card"", ""value"": ""Cannot be negated"", ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""reusableFunction"": ""setCanBeNegated"", ""params"": {""target"": ""This card"", ""valueText"": ""Cannot be negated"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""canBeNegated"": false}, ""notes"": ""Set response flags so this card cannot be negated during its response window."", ""needsReview"": false}"
